"ID","OR","Last Name","First Name","Team","Status","Status Details","Eligible Positions","Avg. Pick","Avg. Round","Avg. Cost","% Drafted","G (P)","A (P)","+/- (P)","PPP (P)","SOG (P)","BLK (P)","W (G)","GA (G)","SV (G)","SHO (G)","Image"
"453.p.5464","707","Reilly","Mike","NYI","Injured","IR - Chest","D","","","","","0","0","1","0","15","4","","","","","https://s.yimg.com/iu/api/res/1.2/gAEc2HxrZAyofQIUs5ySPA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10142024/5464.png"
"453.p.8819","708","Reinhardt","Cole","OTT","NotAvailable","NA","LW","","","","","1","1","-2","0","7","2","","","","","https://s.yimg.com/iu/api/res/1.2/o8jSEURpA6w_l3uGX0oJ8Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11072023/8819.png"
"453.p.7929","709","Alexeyev","Alexander","WSH","Available","","D","","","","","0","0","4","0","4","10","","","","","https://s.yimg.com/iu/api/res/1.2/P9K1aCtxb3gPh9fe2tJo1g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10052023/7929.png"
"453.p.6833","710","Gilbert","Dennis","BUF","Available","","D","","","","","0","1","0","0","0","8","","","","","https://s.yimg.com/iu/api/res/1.2/uAuOHMtFFIvSnxG8tnhyvQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102024/6833.png"
"453.p.7531","711","Valimaki","Juuso","UTA","Available","","D","","","","","0","1","-3","0","19","19","","","","","https://s.yimg.com/iu/api/res/1.2/dVtQEBfGDXw0jTfuNe483Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11012024/7531.png"
"453.p.6409","712","Englund","Andreas","LA","Available","","D","","","","","1","0","-1","0","4","5","","","","","https://s.yimg.com/iu/api/res/1.2/5DuMAMtNdq9pUUp5tEpfaQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10172024/6409.png"
"453.p.30994","713","Sasson","Max","VAN","Available","","C","","","","","0","2","2","0","2","2","","","","","https://s.yimg.com/iu/api/res/1.2/zWYsUq8zOmscboX4y_SeOQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10132023/30994.png"
"453.p.9289","714","Pickering","Owen","PIT","Available","","D","","","","","1","1","2","0","3","7","","","","","https://s.yimg.com/iu/api/res/1.2/0p8XqJwPJ0IJAGhhArKdgA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10262022/9289.png"
"453.p.9322","715","Poitras","Matthew","BOS","NotAvailable","NA","C","","","","","1","3","-4","0","10","4","","","","","https://s.yimg.com/iu/api/res/1.2/n1Dvx_gmvfExCuqjvne00g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10122023/9322.1.png"
"453.p.30120","716","Berard","Brett","NYR","Out","O - Upper Body","LW","","","","","1","1","-1","0","9","2","","","","","https://s.yimg.com/iu/api/res/1.2/xJDE6OnoTyMkwH6Wp4AZWw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11092023/30120.png"
"453.p.5345","717","Deslauriers","Nicolas","PHI","Injured","IR - Upper Body","LW","","","","","0","1","0","0","4","1","","","","","https://s.yimg.com/iu/api/res/1.2/uhBd0lMUTBwU4ShcgPjoxA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10182024/5345.png"
"453.p.4424","718","Martinez","Alec","CHI","Out","O - Neck","D","","","","","1","3","-7","1","15","38","","","","","https://s.yimg.com/iu/api/res/1.2/_1tlGc5wzJuu0FX6iQUXIg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10042024/4424.1.png"
"453.p.8338","719","Johansson","Albert","DET","Available","","D","","","","","0","1","-3","0","14","20","","","","","https://s.yimg.com/iu/api/res/1.2/iphDZBsZzx04OL5GXy2s0g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10162024/8338.png"
"453.p.5750","720","Shore","Devin","MIN","Available","","C","","","","","0","0","1","0","6","4","","","","","https://s.yimg.com/iu/api/res/1.2/9h_JDD6G0FmWmtGEl.x63w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10032023/5750.png"
"453.p.7950","721","Durzi","Sean","UTA","Injured","IR - Shoulder","D","171.2","14.8","$1.0","38%","0","2","2","0","3","13","","","","","https://s.yimg.com/iu/api/res/1.2/up4QiiFqfgQrO5mYBLweVw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11012024/7950.png"
"453.p.8433","722","Silovs","Arturs","VAN","NotAvailable","NA","G","165.3","14.3","$1.0","32%","","","","","","","1","25","138","0","https://s.yimg.com/iu/api/res/1.2/klUV2WZ_RligM.fDdAqnIA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10042024/8433.png"
"453.p.8347","723","Ludvig","John","COL","Available","","D","","","","","0","2","-4","0","9","6","","","","","https://s.yimg.com/iu/api/res/1.2/7W1InulgDmQeClXlNLMKsQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10302024/8347.png"
"453.p.7704","724","Jones","Ben","MIN","Available","","C","","","","","0","0","0","0","8","5","","","","","https://s.yimg.com/iu/api/res/1.2/qCR9_IAIFDy.M2weZatmWw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11062023/7704.png"
"453.p.6089","725","Graves","Ryan","PIT","Available","","D","","","","","0","0","-8","0","18","29","","","","","https://s.yimg.com/iu/api/res/1.2/ek0WFVHMATwmlzcjotmg2g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10182024/6089.png"
"453.p.30948","726","Stienburg","Matt","COL","NotAvailable","NA - Suspension","C","","","","","0","0","0","0","4","1","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"453.p.5203","727","Sgarbossa","Michael","WSH","NotAvailable","NA","C","","","","","1","1","2","0","1","1","","","","","https://s.yimg.com/iu/api/res/1.2/RQCdyCUebu7SUeSdp8g6xg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10052023/5203.png"
"453.p.7100","728","Caggiula","Drake","EDM","Available","","LW","","","","","0","1","0","0","6","3","","","","","https://s.yimg.com/iu/api/res/1.2/N.bQqovy0g3KpbkK3qnFJg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11222023/7100.png"
"453.p.8714","729","Gushchin","Danil","SJ","NotAvailable","NA","RW","","","","","0","1","-2","0","13","5","","","","","https://s.yimg.com/iu/api/res/1.2/X29s6N3ZPVi07LkUCc4Org--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10162024/8714.png"
"453.p.7219","730","Moverare","Jacob","LA","Available","","D","","","","","0","0","0","0","5","15","","","","","https://s.yimg.com/iu/api/res/1.2/YEk0P7D4JZTGCKgsR91sgQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11272023/7219.png"
"453.p.4758","731","Bortuzzo","Robert","UTA","Available","","D","","","","","0","1","-3","0","6","22","","","","","https://s.yimg.com/iu/api/res/1.2/CI6pksj2dqF5BgGhquNOqg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11012024/4758.png"
"453.p.4972","732","Fowler","Cam","ANA","Available","","D","173.5","15.0","$0.0","3%","0","3","-3","0","11","21","","","","","https://s.yimg.com/iu/api/res/1.2/WwFMqgTt3SMf78hLlM_ixw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10092024/4972.png"
"453.p.30796","733","Kapanen","Oliver","MTL","NotAvailable","NA","C","","","","","0","2","-4","1","13","6","","","","","https://s.yimg.com/iu/api/res/1.2/X4cZBTkMdT6GqAQVWbWPBA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10302024/30796.png"
"453.p.8299","734","Poulin","Sam","PIT","NotAvailable","NA","RW","","","","","0","1","1","0","2","0","","","","","https://s.yimg.com/iu/api/res/1.2/8CT9wkZMkVdRI00lG7vtbQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11022023/8299.png"
"453.p.8304","735","Pelletier","Jakob","CGY","Available","","C,LW","","","","","1","0","1","0","5","1","","","","","https://s.yimg.com/iu/api/res/1.2/CIgvjyntF3IKmzR7abz6jw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11062023/8304.png"
"453.p.8665","736","Barron","Justin","MTL","Available","","D","","","","","1","0","-6","0","14","15","","","","","https://s.yimg.com/iu/api/res/1.2/eXj8HEXFNdpeLUkSdaBWDA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11282023/8665.png"
"453.p.8739","737","Wilsby","Adam","NSH","Available","","D","","","","","0","0","1","0","7","3","","","","","https://s.yimg.com/iu/api/res/1.2/j2lObBtVMVvD_YXsbA83RQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102023/8739.png"
"453.p.9226","738","McLaughlin","Marc","BOS","Available","","C","","","","","0","0","-1","0","8","1","","","","","https://s.yimg.com/iu/api/res/1.2/YExFgfROXVd8JkohNIcwEA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10122023/9226.png"
"453.p.8860","739","Steeves","Alex","TOR","NotAvailable","NA","C","","","","","0","0","0","0","5","0","","","","","https://s.yimg.com/iu/api/res/1.2/i86o.D3_nZAUySI0tGtymw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10262023/8860.png"
"453.p.9513","740","Giles","Patrick","FLA","NotAvailable","NA","C","","","","","0","0","-1","0","4","4","","","","","https://s.yimg.com/iu/api/res/1.2/HgGUbgzEPaES_3LQTkZq.A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11272023/9513.png"
"453.p.9231","741","Bains","Arshdeep","VAN","NotAvailable","NA","LW","","","","","1","0","-4","0","7","5","","","","","https://s.yimg.com/iu/api/res/1.2/51khmCzysGJWaQ6Gf6fJ3Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10132023/9231.png"
"453.p.9270","742","Nemec","Simon","NJ","NotAvailable","NA","D","","","","","0","1","-2","1","9","10","","","","","https://s.yimg.com/iu/api/res/1.2/OjUzDr4hETtS5Dmzv.pWwQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10152024/9270.png"
"453.p.8614","743","Zub","Artem","OTT","Injured","IR-LT - Foot","D","","","","","0","2","-7","0","13","19","","","","","https://s.yimg.com/iu/api/res/1.2/IIgocapLZEWv33zKizRA.w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10162024/8614.png"
"453.p.8906","744","Mailloux","Logan","MTL","NotAvailable","NA","D","","","","","1","2","-4","0","7","7","","","","","https://s.yimg.com/iu/api/res/1.2/.doxDIpo1pp03rHjINa1og--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11282023/8906.png"
"453.p.7538","745","Joseph","Pierre-Olivier","STL","Available","","D","","","","","0","2","-8","0","20","12","","","","","https://s.yimg.com/iu/api/res/1.2/N.q3FCw7udIV_Kh8oCNMsw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102024/7538.png"
"453.p.9239","746","Condotta","Lucas","MTL","NotAvailable","NA","LW","","","","","1","0","-2","0","5","3","","","","","https://s.yimg.com/iu/api/res/1.2/eZs6p4s.VqPndV.dPp.jdQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11282023/9239.png"
"453.p.8752","747","Pyyhtia","Mikael","CBJ","Available","","LW","","","","","1","1","-6","0","11","21","","","","","https://s.yimg.com/iu/api/res/1.2/OIaJPucOFpf3sr5emJR1bA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102024/8752.png"
"453.p.8479","748","Puustinen","Valtteri","PIT","NotAvailable","NA","RW","","","","","1","1","-4","1","6","5","","","","","https://s.yimg.com/iu/api/res/1.2/c9W11QfLk8aViM66Jj8tXA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10182024/8479.png"
"453.p.4732","749","Brodie","TJ","CHI","Available","","D","","","","","0","5","-8","0","11","31","","","","","https://s.yimg.com/iu/api/res/1.2/mANM2wkoO8W2tIfqfrTAog--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10092024/4732.png"
"453.p.9068","750","Kozak","Tyson","BUF","Available","","C","","","","","1","0","1","0","2","2","","","","","https://s.yimg.com/iu/api/res/1.2/seBuR9Mm0ZlOB7Po0sNyEw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11032023/9068.png"
"453.p.8675","751","Grans","Helge","PHI","NotAvailable","NA","D","","","","","0","1","0","0","5","5","","","","","https://s.yimg.com/iu/api/res/1.2/DGH1I7Uz59DHlUyV69esMw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11062023/8675.png"
"453.p.8646","752","Drysdale","Jamie","PHI","Available","","D","180.0","15.5","$0.0","3%","1","2","-10","3","12","28","","","","","https://s.yimg.com/iu/api/res/1.2/w5rmfLjLm1FLt8A4OBvklg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10182024/8646.png"
"453.p.8352","753","Legare","Nathan","NJ","Available","","RW","","","","","0","0","0","0","3","0","","","","","https://s.yimg.com/iu/api/res/1.2/iISpoTw80So.I.te_UXQVA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11282023/8352.png"
"453.p.9243","754","Blankenburg","Nick","NSH","Available","","D","","","","","0","0","-1","0","10","5","","","","","https://s.yimg.com/iu/api/res/1.2/zs8s8nLUVkVMQoar5.zXjA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11132023/9243.png"
"453.p.9240","755","Philp","Noah","EDM","NotAvailable","NA","C","","","","","0","1","1","0","4","1","","","","","https://s.yimg.com/iu/api/res/1.2/rIeJWkWQFx7KBkd_PO4_fA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10262022/9240.png"
"453.p.9287","756","Ohgren","Liam","MIN","NotAvailable","NA","LW","","","","","0","0","-2","0","10","3","","","","","https://s.yimg.com/iu/api/res/1.2/4HwpYtd_hDNTavcH_i2iMQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10072024/9287.png"
"453.p.8996","757","Cardwell","Ethan","SJ","Available","","RW","","","","","1","0","-2","0","5","3","","","","","https://s.yimg.com/iu/api/res/1.2/O3jXHsgRLbTgGGp9assZEA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10302024/8996.png"
"453.p.5904","758","MacDermid","Kurtis","NJ","Available","","D","","","","","0","0","-3","0","4","5","","","","","https://s.yimg.com/iu/api/res/1.2/oT2wqeiIq989mDMOeQ8Cwg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10152024/5904.png"
"453.p.8779","759","Phillips","Isaak","CHI","NotAvailable","NA","D","","","","","1","0","0","0","3","4","","","","","https://s.yimg.com/iu/api/res/1.2/LU7hkEZA2NkjfAsDgyjb7Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10092024/8779.png"
"453.p.8330","760","Kolyachonok","Vladislav","UTA","Available","","D","","","","","1","3","-6","0","5","8","","","","","https://s.yimg.com/iu/api/res/1.2/uPgJeu7fCUCWpio6QEfbgw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11012024/8330.png"
"453.p.30969","761","Colangelo","Sam","ANA","Available","","RW","","","","","0","0","-3","0","10","2","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"453.p.6775","762","Stephens","Mitchell","SEA","Available","","C","","","","","0","0","1","0","6","0","","","","","https://s.yimg.com/iu/api/res/1.2/kdSONxpqpk6gtGbg2NqwNg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11282023/6775.png"
"453.p.7969","763","Harris","Jordan","CBJ","Available","","D","","","","","0","1","-5","0","10","20","","","","","https://s.yimg.com/iu/api/res/1.2/txxGT.EFmlU5huhoadhY6A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102024/7969.png"
